,dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
sloss,0.52450896007805,0.9535490619129028,0.8819389817451827,0.8564148637106249,0.7810894971122649,-0.21236369830850507,-0.2442760158667458,0.3155281187825479,-0.14592790524151197,0.4057098070065457,1.0,0.8558692808903897,0.2794428924136096,0.3729463784086296,0.3737759583489104,0.4502682042965128,0.7612242571924988,0.5734947249129185,0.5705535712162232,0.757178667400328,0.4220803332291535,0.42232093490670264,0.41939409656622156,0.14906687223215395,0.48672820267683764,-0.00769367528625029,-0.017924591208361006,-0.10794010245658146,-0.3524508235692988,-0.09238215511507776,-0.2623270683321594,-0.26136420371129815,-0.19827955691168495,0.16613279540212408,0.16613279540212408,-0.007945531270020846,-0.08954325256472982,-0.1184571813418906,-0.09934972115910798
dloss,0.470859006490187,0.8945669777808831,0.9615116898493112,0.7331806693775996,0.9440330916259847,-0.15869073293051195,-0.40818629936632794,0.24719802478041303,-0.20580686476076052,0.5840666525456784,0.8558692808903897,1.0,0.27611247849975695,0.28812733473342567,0.36007975591786207,0.5135015036064624,0.7495535359761861,0.5783644879519864,0.5739969866059054,0.7615445068730815,0.34887961625228114,0.34834145370818653,0.35196914218895964,-0.07457510982779515,0.7567078990042254,0.0993603603341846,0.20248800372880169,-0.12935477269354734,-0.4371569182173172,-0.05209059648143687,-0.27861655519726375,-0.28483511938703343,-0.2359603080926416,0.15740294429666357,0.15740294429666357,0.0990802835154361,-0.04700650422934636,-0.12543975868573326,-0.09798054361856523
sinpkt,0.8713356523316861,0.2731964668716913,0.27829337655208775,0.19176827222650708,0.27472944947425787,-0.9593580301056193,0.2656459035258728,0.7303969997366063,-0.9152097666319691,-0.2391342101439554,0.2794428924136096,0.27611247849975695,1.0,0.8658395291026626,0.9363436263286582,0.8004833536103143,0.6244230988050289,0.46685483951799756,0.4734286951269722,0.6207247556081734,0.7759561021465708,0.7696210068489614,0.7697215341250077,-0.03556173156907185,0.07865096211224581,0.29039378948298855,0.25211736522155703,-0.34544431151625654,0.1512355186240818,-0.3946383778552917,-0.20797118629653852,-0.16606451613149115,-0.2323567232203258,0.07457546611894131,0.07457546611894131,0.29060870627300045,-0.35469284123131145,-0.3892585044136509,0.12465789092589885
dinpkt,0.842816633785274,0.3565682978181607,0.3346020752685864,0.2715109299564188,0.2996796655654538,-0.8764843961507768,0.31822502762814264,0.8346330596030963,-0.7987849669182967,-0.17228139944074558,0.3729463784086296,0.28812733473342567,0.8658395291026626,1.0,0.8972201979317694,0.8409277358058367,0.6865630219146317,0.5264951197792809,0.5341541747102468,0.7014911534093434,0.8430030153866533,0.8371889148285431,0.8392440857874488,0.048401800681962995,0.08805444362339704,0.26668143925296667,0.16338207446371444,-0.3464069641202125,0.03782420164820184,-0.4258017383747619,-0.26525852354982543,-0.24992597634829972,-0.25789430305874045,0.07292853691595827,0.07292853691595827,0.2670867350793343,-0.37209585586806154,-0.39834114813721044,-0.11130440733331182
sjit,0.8967895759978232,0.3562655069402542,0.36798599252918773,0.2736127127533266,0.35492667402055605,-0.8952430522299207,0.277828611202173,0.7549171578572353,-0.8509515497907051,-0.19020586117960323,0.3737759583489104,0.36007975591786207,0.9363436263286582,0.8972201979317694,1.0,0.8628018565494088,0.7077097026183963,0.5334056909733733,0.5405365160856745,0.709552878892189,0.8102959235168021,0.8041832957344065,0.8057421227897158,-0.0028770876432510912,0.13016191857759868,0.31905972158087464,0.28151036416400327,-0.34201223590448865,0.10700889042565083,-0.382272020165157,-0.20800993005826685,-0.20556800205963738,-0.22503676824339133,0.08147187274238193,0.08147187274238193,0.3189988382252964,-0.34255989157910527,-0.38836555579920784,-0.08180465556642062
djit,0.8405646254639119,0.48354212860200846,0.533678132656677,0.35967431988498066,0.5443215430934614,-0.7386878564700935,0.13031681861455727,0.6676268662763822,-0.7497535640004038,0.004600094563752011,0.4502682042965128,0.5135015036064624,0.8004833536103143,0.8409277358058367,0.8628018565494088,1.0,0.7056386918562118,0.5410232703191646,0.5468971016829667,0.7183915545718705,0.7092199182636358,0.7024863980942286,0.7129381929475868,-0.0678632619489933,0.3439037486409018,0.3545687443694368,0.3394300903183047,-0.3195129500369836,-0.053685464641938296,-0.3375724900845137,-0.2658737502475389,-0.23310072651084685,-0.2732078903634051,0.07603744913468806,0.07603744913468806,0.3540787256616264,-0.3101421656789558,-0.3566889636585663,-0.10033478170740748
swin,0.6808491150120904,0.7380230941004683,0.7321150555152084,0.6112773165793989,0.6930654574895748,-0.5529144923223945,0.004792229489608865,0.662820890357104,-0.5335723451874416,0.24520222509177664,0.7612242571924988,0.7495535359761861,0.6244230988050289,0.6865630219146317,0.7077097026183963,0.7056386918562118,1.0,0.7455029709211606,0.7453767762741252,0.9840435244913542,0.7450071024222726,0.744992260181676,0.7450576651092383,-0.013370702097437062,0.4237818720106997,0.25766007567512783,0.1963080364183321,-0.22581627780802851,-0.18869829553793888,-0.2648970225743537,-0.28505921464590195,-0.32468429045866454,-0.22668749775698127,0.07846674474485281,0.07846674474485281,0.25754021024495,-0.2332412368548352,-0.2557065589164866,-0.12993641158398817
stcpb,0.510170763382911,0.565554378737385,0.5665096618336352,0.4744693846100964,0.5377693295214386,-0.41348446918418913,-0.010855811473646663,0.5133405588346286,-0.39795282748291366,0.20216014987818012,0.5734947249129185,0.5783644879519864,0.46685483951799756,0.5264951197792809,0.5334056909733733,0.5410232703191646,0.7455029709211606,1.0,0.6075115754292931,0.7572328092618436,0.5724155967268842,0.5727019658806928,0.5714618796472831,0.008482156534757802,0.3355533344025666,0.201842320107573,0.1549985407011634,-0.1866262486315465,-0.161627487784676,-0.2056437664501616,-0.2144385021574869,-0.2540089622616715,-0.1877951865881467,0.05922222047462858,0.05922222047462858,0.20164678490209761,-0.18335468597714255,-0.2048191279139124,-0.09701670658330758
dtcpb,0.5147623212667902,0.563501347549554,0.5630137621765141,0.47342857116243375,0.5335963448541629,-0.4203066065995452,-0.004705787360595357,0.5166007086693525,-0.40371012967417463,0.1958551070599346,0.5705535712162232,0.5739969866059054,0.4734286951269722,0.5341541747102468,0.5405365160856745,0.5468971016829667,0.7453767762741252,0.6075115754292931,1.0,0.7574473856686892,0.5750429792709625,0.5756073983377874,0.574598863303705,0.010176030336430485,0.33117284768792943,0.20067574076838365,0.15180629149571934,-0.18607807482643282,-0.1594736298262776,-0.2135134527291128,-0.214281714543698,-0.25249977855661576,-0.18754772301710718,0.05697025878167626,0.05697025878167626,0.20057893501627483,-0.18173552777377325,-0.2078207198373143,-0.09746213307881942
dwin,0.6773471041001815,0.7473538752876835,0.7467510614787009,0.6261688135825193,0.707960193369575,-0.5500546579540474,-0.009483834229738463,0.6798833332286665,-0.5297080979504777,0.26362069679419575,0.757178667400328,0.7615445068730815,0.6207247556081734,0.7014911534093434,0.709552878892189,0.7183915545718705,0.9840435244913542,0.7572328092618436,0.7574473856686892,1.0,0.7570476771141977,0.7570802144963412,0.7570283066892992,0.009853842923633773,0.44082983065198916,0.2617743617755296,0.19944266029638863,-0.24223352185705763,-0.21258768567414402,-0.27663087377701295,-0.28298658701360807,-0.33199299178492075,-0.2450552864389607,0.07971969259252233,0.07971969259252233,0.26165258234811334,-0.24257982808708506,-0.2720796161367805,-0.12865257503837668
tcprtt,0.7544780835416512,0.3870365754993329,0.3433288391730252,0.3100773180717796,0.29032512278652767,-0.7668502631729864,0.4115829591011632,0.8874472697911298,-0.7003062926490402,-0.1744123421099144,0.4220803332291535,0.34887961625228114,0.7759561021465708,0.8430030153866533,0.8102959235168021,0.7092199182636358,0.7450071024222726,0.5724155967268842,0.5750429792709625,0.7570476771141977,1.0,0.9880800841111743,0.9758971191547645,0.02390758050989535,0.061337971287684215,0.24244961888674138,0.12903194052532893,-0.31366689189550645,0.2184096709725778,-0.4871917092371155,-0.2324322693275541,-0.22503516665427215,-0.24809853634440346,0.03532150329718632,0.03532150329718632,0.24313062526344342,-0.41574106067871147,-0.37708759311818335,-0.09742021306902729
synack,0.7477098187095357,0.38780523378820647,0.34283035561903796,0.30878127216994355,0.2892676941408083,-0.7605432464899953,0.41267346054534465,0.8864767206064912,-0.6964031533100717,-0.17084214497505312,0.42232093490670264,0.34834145370818653,0.7696210068489614,0.8371889148285431,0.8041832957344065,0.7024863980942286,0.744992260181676,0.5727019658806928,0.5756073983377874,0.7570802144963412,0.9880800841111743,1.0,0.9414583800775366,0.020980645754026795,0.0609829578470826,0.23940180301276562,0.12686921443270277,-0.30529263181471333,0.2168414593858763,-0.48378730655112334,-0.22660541475951157,-0.22408223839868707,-0.23991541315791992,0.03475084316808294,0.03475084316808294,0.24013170171640236,-0.4127379869938412,-0.36770593137828067,-0.09742022540082201
ackdat,0.7518756797817302,0.3838127000595503,0.34536596855825813,0.30962683389169515,0.2957640691600745,-0.7584917712502299,0.4071194993199667,0.8879518823171736,-0.6965557887433598,-0.16530182620741257,0.41939409656622156,0.35196914218895964,0.7697215341250077,0.8392440857874488,0.8057421227897158,0.7129381929475868,0.7450576651092383,0.5714618796472831,0.574598863303705,0.7570283066892992,0.9758971191547645,0.9414583800775366,1.0,0.027660511830141617,0.06741258356702351,0.2614692202038486,0.14422389932487278,-0.337969430164463,0.2164684860713006,-0.4901429673372472,-0.23773796423226096,-0.22797615026708618,-0.26175393872450786,0.04076472096709122,0.04076472096709122,0.2619873816437704,-0.4189476221564528,-0.40051208502133306,-0.09741929829382841
smean,0.027207453248210153,0.09101763506342592,-0.026328877162820508,0.48443785910773635,-0.05233071336718681,0.01596806523487943,0.013516676233194684,0.03745942315447316,0.28047367158417225,-0.05497880297640845,0.14906687223215395,-0.07457510982779515,-0.03556173156907185,0.048401800681962995,-0.0028770876432510912,-0.0678632619489933,-0.013370702097437062,0.008482156534757802,0.010176030336430485,0.009853842923633773,0.02390758050989535,0.020980645754026795,0.027660511830141617,1.0,-0.10480826539785844,0.17577585835948506,0.0946105444507981,-0.0931985403718394,-0.011225348845049637,-0.03850965341178307,-0.030522230928429327,-0.14286045080036186,-0.05084527647780873,-0.16346357624252963,-0.16346357624252963,0.1752126467278166,-0.04919562286019362,-0.09015043303716913,-0.1222747354251873
dmean,0.21505257660148458,0.5729731784389551,0.7376564088423933,0.42315903840586133,0.8504573816938286,-0.014046674894147649,-0.6926166052873202,0.09215462446340325,-0.12092615191825566,0.8530884722707605,0.48672820267683764,0.7567078990042254,0.07865096211224581,0.08805444362339704,0.13016191857759868,0.3439037486409018,0.4237818720106997,0.3355533344025666,0.33117284768792943,0.44082983065198916,0.061337971287684215,0.0609829578470826,0.06741258356702351,-0.10480826539785844,1.0,0.19553547966600648,0.37724470721732195,-0.09130189441998725,-0.6932907078831159,0.07245412492381635,-0.26857603441960193,-0.31107868982337533,-0.2432069168608511,-0.028178919957688835,-0.028178919957688835,0.1956009720458765,0.05137786208127752,-0.05560603129821634,-0.11148190416695332
trans_depth,0.24857111623692685,0.028928521620989814,0.08739620346398809,0.08161172285218965,0.17140752228767075,-0.2527330686509092,0.04300659509682555,0.284644168422803,-0.2518289332528859,0.032316995386956746,-0.00769367528625029,0.0993603603341846,0.29039378948298855,0.26668143925296667,0.31905972158087464,0.3545687443694368,0.25766007567512783,0.201842320107573,0.20067574076838365,0.2617743617755296,0.24244961888674138,0.23940180301276562,0.2614692202038486,0.17577585835948506,0.19553547966600648,1.0,0.7609043623694491,-0.3499795986414301,0.04151542471257197,-0.19926456788719582,-0.10192131399941483,-0.07759619231248101,-0.25801307763543835,-0.06210494459335744,-0.06210494459335744,0.9993425134232123,-0.18562545254963234,-0.3451301618452963,-0.03367585776232456
response_body_len,0.21910565612958308,0.03775484058912607,0.16732547044438817,0.05309348722606428,0.3017174473818752,-0.18668823104045634,-0.14021758764226636,0.14624935458187374,-0.22273158329143972,0.14462939897035573,-0.017924591208361006,0.20248800372880169,0.25211736522155703,0.16338207446371444,0.28151036416400327,0.3394300903183047,0.1963080364183321,0.1549985407011634,0.15180629149571934,0.19944266029638863,0.12903194052532893,0.12686921443270277,0.14422389932487278,0.0946105444507981,0.37724470721732195,0.7609043623694491,1.0,-0.2570392816937003,-0.03731213769226528,-0.10192313685986004,-0.06359888207666976,-0.05241240136280302,-0.17966887932904513,-0.047316991943925704,-0.047316991943925704,0.7624952328710959,-0.10385458441907079,-0.24158571950997323,-0.025657221029308005
ct_srv_src,-0.37414315937526305,-0.09378047421681439,-0.13638571614863024,-0.09834119758344861,-0.1371155115886082,0.3640513080707198,-0.06447123303145529,-0.4152105381593868,0.3555070250967911,0.01254657115405773,-0.10794010245658146,-0.12935477269354734,-0.34544431151625654,-0.3464069641202125,-0.34201223590448865,-0.3195129500369836,-0.22581627780802851,-0.1866262486315465,-0.18607807482643282,-0.24223352185705763,-0.31366689189550645,-0.30529263181471333,-0.337969430164463,-0.0931985403718394,-0.09130189441998725,-0.3499795986414301,-0.2570392816937003,1.0,-0.05385017022469104,0.45540915336290755,0.47843585656700427,0.275470924432184,0.6460157740400232,-0.14900479271544448,-0.14900479271544448,-0.34801713101943316,0.48616009047286035,0.8032010852862713,-0.05380010900343422
ct_state_ttl,0.02266834137149193,-0.41506711271935004,-0.523769935207917,-0.31589405459041936,-0.5582687416707756,-0.13807752458906733,0.837799431310175,0.1569870606113283,-0.09217910079439195,-0.8534830506783548,-0.3524508235692988,-0.4371569182173172,0.1512355186240818,0.03782420164820184,0.10700889042565083,-0.053685464641938296,-0.18869829553793888,-0.161627487784676,-0.1594736298262776,-0.21258768567414402,0.2184096709725778,0.2168414593858763,0.2164684860713006,-0.011225348845049637,-0.6932907078831159,0.04151542471257197,-0.03731213769226528,-0.05385017022469104,1.0,-0.29250039175997344,0.22990106801581198,0.3255760872343095,0.1020185187408304,-0.037718400102047356,-0.037718400102047356,0.04224047292607995,-0.22933713455925234,-0.11240105733233861,0.11726508892064616
ct_dst_ltm,-0.37646356996294944,-0.07724427163026158,-0.04777791600683279,-0.06828089488936995,-0.021525030836045095,0.41604080183645986,-0.37658817781804943,-0.5317181283126305,0.3882783299042221,0.20903351154368116,-0.09238215511507776,-0.05209059648143687,-0.3946383778552917,-0.4258017383747619,-0.382272020165157,-0.3375724900845137,-0.2648970225743537,-0.2056437664501616,-0.2135134527291128,-0.27663087377701295,-0.4871917092371155,-0.48378730655112334,-0.4901429673372472,-0.03850965341178307,0.07245412492381635,-0.19926456788719582,-0.10192313685986004,0.45540915336290755,-0.29250039175997344,1.0,0.43663126108331873,0.297650995721829,0.5009079728847932,0.0417256261078215,0.0417256261078215,-0.19757113522729736,0.5908620086902503,0.5731387479815198,-0.02622534749622193
ct_src_dport_ltm,-0.2622613206539249,-0.27898098847218455,-0.30726994428923327,-0.23998331393725394,-0.32328293228059984,0.20048841637976086,0.13848730723651742,-0.26670416825764826,0.19730069919499532,-0.24625488814438323,-0.2623270683321594,-0.27861655519726375,-0.20797118629653852,-0.26525852354982543,-0.20800993005826685,-0.2658737502475389,-0.28505921464590195,-0.2144385021574869,-0.214281714543698,-0.28298658701360807,-0.2324322693275541,-0.22660541475951157,-0.23773796423226096,-0.030522230928429327,-0.26857603441960193,-0.10192131399941483,-0.06359888207666976,0.47843585656700427,0.22990106801581198,0.43663126108331873,1.0,0.5295025498946658,0.5039927886533193,-0.06689126484221795,-0.06689126484221795,-0.09820540134079177,0.44589257459986237,0.4470522562051789,0.048591193362949474
ct_dst_sport_ltm,-0.22558496797644037,-0.2738972324423911,-0.3103782125618668,-0.2929381630269472,-0.31255947915615373,0.18054648000763796,0.19268843365287558,-0.2828565002904752,0.1719397882248374,-0.32437596515383005,-0.26136420371129815,-0.28483511938703343,-0.16606451613149115,-0.24992597634829972,-0.20556800205963738,-0.23310072651084685,-0.32468429045866454,-0.2540089622616715,-0.25249977855661576,-0.33199299178492075,-0.22503516665427215,-0.22408223839868707,-0.22797615026708618,-0.14286045080036186,-0.31107868982337533,-0.07759619231248101,-0.05241240136280302,0.275470924432184,0.3255760872343095,0.297650995721829,0.5295025498946658,1.0,0.3347993347202567,-0.03579610976250219,-0.03579610976250219,-0.07020082811976433,0.2676151348298288,0.2891254417296843,0.13903190351644376
ct_dst_src_ltm,-0.2825153276526581,-0.21752119577066237,-0.2618380264505275,-0.18589742703016615,-0.26486782498131517,0.24064772461939485,0.06401586417761984,-0.3141706786526142,0.24093894415600742,-0.16877931193217038,-0.19827955691168495,-0.2359603080926416,-0.2323567232203258,-0.25789430305874045,-0.22503676824339133,-0.2732078903634051,-0.22668749775698127,-0.1877951865881467,-0.18754772301710718,-0.2450552864389607,-0.24809853634440346,-0.23991541315791992,-0.26175393872450786,-0.05084527647780873,-0.2432069168608511,-0.25801307763543835,-0.17966887932904513,0.6460157740400232,0.1020185187408304,0.5009079728847932,0.5039927886533193,0.3347993347202567,1.0,0.045617038555830824,0.045617038555830824,-0.25537880876305885,0.42461209492288515,0.6856078275239462,-0.027293591451515744
is_ftp_login,0.133798842086248,0.1417250433978833,0.14606022738761748,0.06636653321201215,0.0861481305273179,-0.06647972206049482,-0.05527627726652646,0.03513047729280017,-0.10357656008505682,-0.005147772832647811,0.16613279540212408,0.15740294429666357,0.07457546611894131,0.07292853691595827,0.08147187274238193,0.07603744913468806,0.07846674474485281,0.05922222047462858,0.05697025878167626,0.07971969259252233,0.03532150329718632,0.03475084316808294,0.04076472096709122,-0.16346357624252963,-0.028178919957688835,-0.06210494459335744,-0.047316991943925704,-0.14900479271544448,-0.037718400102047356,0.0417256261078215,-0.06689126484221795,-0.03579610976250219,0.045617038555830824,1.0,1.0,-0.06207605289998839,0.03067216100364343,-0.13911418706742232,-0.010255507874770713
ct_ftp_cmd,0.133798842086248,0.1417250433978833,0.14606022738761748,0.06636653321201215,0.0861481305273179,-0.06647972206049482,-0.05527627726652646,0.03513047729280017,-0.10357656008505682,-0.005147772832647811,0.16613279540212408,0.15740294429666357,0.07457546611894131,0.07292853691595827,0.08147187274238193,0.07603744913468806,0.07846674474485281,0.05922222047462858,0.05697025878167626,0.07971969259252233,0.03532150329718632,0.03475084316808294,0.04076472096709122,-0.16346357624252963,-0.028178919957688835,-0.06210494459335744,-0.047316991943925704,-0.14900479271544448,-0.037718400102047356,0.0417256261078215,-0.06689126484221795,-0.03579610976250219,0.045617038555830824,1.0,1.0,-0.06207605289998839,0.03067216100364343,-0.13911418706742232,-0.010255507874770713
ct_flw_http_mthd,0.24867448806879786,0.028725869400515195,0.08716859798597708,0.081207432296526,0.17111407530656741,-0.25302160882474634,0.0430796864867387,0.2852702185648959,-0.25211986695565164,0.031997944394871455,-0.007945531270020846,0.0990802835154361,0.29060870627300045,0.2670867350793343,0.3189988382252964,0.3540787256616264,0.25754021024495,0.20164678490209761,0.20057893501627483,0.26165258234811334,0.24313062526344342,0.24013170171640236,0.2619873816437704,0.1752126467278166,0.1956009720458765,0.9993425134232123,0.7624952328710959,-0.34801713101943316,0.04224047292607995,-0.19757113522729736,-0.09820540134079177,-0.07020082811976433,-0.25537880876305885,-0.06207605289998839,-0.06207605289998839,1.0,-0.18408285692667034,-0.34308788174764154,-0.03366019149673525
